gempId,title,rarity,imageUrl
1_6,"Captain Panaka, Protector of the Queen",rare,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/6captainpanakaprotetor.gif
1_7,"Mace Windu, Jedi Master",rare,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/7macewindujedimaster.gif
1_8,"Queen Amidala, Ruler of Naboo",rare,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/8queenamidalaruleofnaboo.gif
1_9,"Queen Amidala, Royal Leader",rare,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/9queenamidalaroyalleader.gif
1_10,"Yoda, Jedi Master",rare,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/10yodajedimaster.gif
1_11,"R2-D2, Astromech Droid",rare,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/11r2d2astromechdroid.gif
1_12,"C-3PO, Anakin's Creation",rare,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/12c3poanakinscreation.gif
1_13,"Boss Nass, Leader of the Gungans",uncommon,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/13bossnassleaderofthe.gif
1_14,"Ric Olié, Ace Pilot",uncommon,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/14ricolieacepilot.gif
1_15,"Captain Tarpals, Gungan Guard",uncommon,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/15captaintarpalsgungan.gif
1_16,"Rabé, Handmaiden",uncommon,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/16rabehandmaiden.gif
1_17,"Rep Been, Gungan",uncommon,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/17repbeengungan.gif
1_18,"Mas Amedda, Vice Chancellor",uncommon,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/18masameddavicechancellor.gif
1_19,"Naboo Officer, Battle Planner",uncommon,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/19naboofficerbattleplanner.gif
1_20,"Naboo Security, Guard",common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/20naboosecurityguard.gif
1_21,"Bravo Pilot, Veteran Flyer",common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/21bravopilotveteranflyer.gif
1_22,"Gungan Official, Bureaucrat",common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/22gunganofficialbureaucrat.gif
1_23,"Gungan Soldier, Scout",common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/23gungansoldierscout.gif
1_24,Gungan Guard,common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/24gunganguard.gif
1_25,"Gungan Warrior, Infantry",common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/25gunganwarriorinfantry.gif
1_26,"Gungan Soldier, Veteran",common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/26gungansoldierveteran.gif
1_27,"Ishi Tib, Warrior",common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/27ishitibwarrior.gif
1_28,"Ithorian, Merchant",common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/28ithorianmerchant.gif
1_29,"Jawa, Thief",common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/29jawathief.gif
1_30,"Jawa, Bargainer",starter set,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/30jawabargainer.gif
1_31,"Royal Guard, Leader",common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/31royalguardleader.gif
1_32,"Royal Guard, Veteran",common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/32royalguardveteran.gif
1_33,"Obi-Wan Kenobi, Jedi Padawan",starter set,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/33obiwankenobijedipadawan.gif
2_71,"Darth Maul, Master of Evil",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/71darthmaulmasterofevil.gif
2_72,"Darth Sidious, Lord of the Sith",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/72darthsidiouslordofthesith.gif
2_73,"Sebulba, Podracer Pilot",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/73sebulbapodracerpilot.gif
2_74,"Watto, Junk Merchant",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/74wattojunkmerchant.gif
2_75,"Jabba the Hutt, Gangster",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/75jabbathehuttgangster.gif
2_76,"Nute Gunray, Neimoidian Viceroy",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/76nutegunrayneimoidian.gif
2_77,"Rune Haako, Neimoidian Advisor",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/77runehaakoneimoidian.gif
2_78,"Destroyer Droid Squad, Defense Division",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/78destroyerdroidsquad.gif
2_79,"Battle Droid Squad, Escort Unit",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/79battledroidsquadescort.gif
2_80,"Trade Federation Tank, Assault Division",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/80tradefederationtank.gif
2_81,"Lott Dod, Neimoidian Senator",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/81lottdodneimoidiansenator.gif
2_82,"Fode and Beed, Podrace Announcer",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/82fodeandbeedpodrace.gif
2_83,"Clegg Holdfast, Podracer Pilot",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/83cleggholdfastpodracer.gif
2_84,"Dud Bolt, Podracer Pilot",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/84dudboltpodracerpilot.gif
2_85,"Mars Guo, Podracer Pilot",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/85marsguopodracerpilot.gif
2_86,"Ody Mandrell, Podracer Pilot",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/86odymandrellpodracerpilot.gif
2_87,"Ratts Tyerell, Podracer Pilot",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/87rattstyerellpodracerpilot.gif
2_88,"Aks Moe, Senator",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/88aksmoesenator.gif
2_89,"Horox Ryyder, Senator",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/89horoxryydersenator.gif
2_90,"Edcel Bar Gane, Roona Senator",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/90edcelbarganeroonasenator.gif
2_91,"Galactic Delegate, Representative",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/91galacticdelegaterep.gif
2_92,"Destroyer Droid, Assault Droid",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/92destroyerdroidassault.gif
2_93,"Destroyer Droid, Battleship Security",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/93destroyerdroidbattleship.gif
2_94,"Sith Probe Droid, Hunter Droid",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/94sithprobedroidhunterdroid.gif
2_95,"Rodian, Mercenary",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/95rodianmercenary.gif
2_96,"Battle Droid: Pilot, Assault Division",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/96battledroidpilotassault.gif
2_97,"Battle Droid: Security, Assault Division",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/97battledroidsecurity.gif
2_98,"Battle Droid: Infantry, Assault Division",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/98battledroidinfantry.gif
2_99,"Battle Droid: Officer, Assault Division",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/99battledroidofficerassault.gif
2_100,"Battle Droid: Pilot, Guard Division",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/100battledroidpilotguard.gif
2_101,"Battle Droid: Security, Guard Division",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/101battledroidsecurityguard.gif
2_102,"Battle Droid: Infantry, Guard Division",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/102battledroidinfantryguard.gif
2_103,"Battle Droid: Officer, Guard Division",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/103battledroidofficerguard.gif
2_104,"Neimoidian Aide, Trade Federation Delegate",starter set,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/104neimoidianaidetrade.gif
2_105,"Darth Maul, Sith Warrior",starter set,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/105darthmaulsithwarrior.gif
2_1,"Obi-Wan Kenobi, Jedi Apprentice",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/1obiwankenobijediapprentice.gif
2_2,"Qui-Gon Jinn, Jedi Protector",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/2quigonjinnjediprotector.gif
2_3,"Jar Jar Binks, Gungan Outcast",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/3jarjarbinksgunganoutcast.gif
2_4,"Anakin Skywalker, Child of Prophecy",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/4anakinskywalkerchildof.gif
2_5,"Padmé Naberrie, Queen's Handmaiden",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/5padmenaberriequeens.gif
2_6,"Captain Panaka, Amidala's Bodyguard",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/6captainpanakaamidalas.gif
2_7,"Mace Windu, Senior Jedi Council Member",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/7macewinduseniorjedicouncil.gif
2_8,"Queen Amidala, Representative of Naboo",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/8queenamidalarepresentative.gif
2_9,"Queen Amidala, Voice of Her People",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/9queenamidalavoiceofher.gif
2_10,"Yoda, Jedi Council Member",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/10yodajedicouncilmember.gif
2_11,"R2-D2, Loyal Droid",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/11r2d2loyaldroid.gif
2_12,"Ki-Adi-Mundi, Cerean Jedi Knight",rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/12kiadimundicereanjedi.gif
2_13,"Adi Gallia, Corellian Jedi Master",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/13adigalliacorellianjedi.gif
2_14,"Depa Billaba, Jedi Master",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/14depabillabajedimaster.gif
2_15,"Eeth Koth, Zabrak Jedi Master",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/15eethkothzabrakjedimaster.gif
2_16,"Even Piell, Lannik Jedi Master",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/16evenpielllannikjedi.gif
2_17,"Oppo Rancisis, Jedi Master",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/17opporancisisjedimaster.gif
2_18,"Plo Koon, Jedi Master",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/18plokoonjedimaster.gif
2_19,"Saesee Tiin, Iktotchi Jedi Master",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/19saeseetiiniktotchijedi.gif
2_20,"Yaddle, Jedi Master",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/20yaddlejedimaster.gif
2_21,"Yarael Poof, Quermian Jedi Master",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/21yaraelpoofquermianjedi.gif
2_22,"Boss Nass, Gungan Leader",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/22bossnassgunganleader.gif
2_23,"Ric Olié, Chief Pilot",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/23ricoliechiefpilot.gif
2_24,"Captain Tarpals, Gungan Battle Leader",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/24captaintarpalsgungan.gif
2_25,"Eirtaé, Handmaiden",uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/25eirtaehandmaiden.gif
2_26,"Valorum, Supreme Chancellor",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/26valorumsupremechancellor.gif
2_27,"Sci Taria, Chancellor's Aide",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/27scitariachancellorsaide.gif
2_28,"Naboo Officer, Liberator",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/28nabooofficerliberator.gif
2_29,"Bravo Pilot, Naboo Volunteer",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/29bravopilotnaboovolunteer.gif
2_30,"Naboo Security, Amidala's Guard",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/30naboosecurityamidalas.gif
2_31,"Republic Captain, Officer",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/31republiccaptainofficer.gif
2_32,"Republic Pilot, Veteran",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/32republicpilotveteran.gif
2_33,"Coruscant Guard, Coruscant Detachment",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/33coruscantguardcoruscant.gif
2_34,"Coruscant Guard, Peacekeeper",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/34coruscantguardpeacekeeper.gif
2_35,"Coruscant Guard, Officer",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/35coruscantguardofficer.gif
2_36,"Coruscant Guard, Chancellor's Guard",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/36coruscantguardchancellors.gif
2_37,"Wookiee Senator, Representative",common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/37wookieesenator.gif
2_38,"Galactic Senator, Delegate",starter set,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/38galacticsenatordelegate.gif
2_39,"Obi-Wan Kenobi, Jedi Warrior",starter set,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/39obiwankenobijediwarrior.gif
3_71,"Darth Maul, Dark Lord of the Sith",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/71darthmauldarklordofthesit.gif
3_72,"Darth Sidious, Sith Manipulator",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/72darthsidioussithmanipulat.gif
3_73,"Sebulba, Dangerous Podracer Pilot",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/73sebulbadangerouspodracerp.gif
3_74,"Watto, Toydarian Gambler",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/74wattotoydariangambler.gif
3_75,"Aurra Sing, Mercenary",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/75aurrasingmercenary.gif
3_76,"Jabba The Hutt, Crime Lord",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/76jabbathehuttcrimelord.gif
3_77,"Nute Gunray, Neimoidian Despot",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/77nutegunrayneimoidiandespo.gif
3_78,"Rune Haako, Neimoidian Deputy",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/78runehaakoneimoidiandeputy.gif
3_79,"Destroyer Droid Squad, Guard Division",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/79destroyerdroidsquadguard.gif
3_80,"Battle Droid Squad, Guard Unit",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/80battledroidsquadguardunit.gif
3_81,"Trade Federation Tank, Guard Division",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/81tradefederationtankguardd.gif
3_82,"Trade Federation Tank, Patrol Division",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/82tradefederationtankpatrol.gif
3_83,"P-59, Destroyer Droid Commander",uncommon,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/83p59destroyerdroidcommande.gif
3_84,"OOM-9, Battle Droid Commander",uncommon,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/84oom9battledroidcommander.gif
3_85,"Daultay Dofine, Neimoidian Attendant",uncommon,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/85daultaydofinemeimoidianat.gif
3_86,"Diva Shaliqua, Singer",uncommon,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/86divashaliquasinger.gif
3_87,"Diva Funquita, Dancer",uncommon,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/87divafunquitadancer.gif
3_88,"Bith, Musician",uncommon,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/88bithmusician.gif
3_89,"Quarren, Smuggler",uncommon,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/89quarrensmuggler.gif
3_90,"Toonbuck Toora, Senator",uncommon,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/90toonbucktoorasenator.gif
3_91,"Aqualish, Galactic Senator",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/91aqualishgalacticsenator.gif
3_92,"Twi'lek Diplomat, Senator",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/92twilekdiplomatsenator.gif
3_93,"Weequay, Enforcer",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/93weequayenforcer.gif
3_94,"Nikto, Slave",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/94niktoslave.gif
3_95,"Pacithhip, Prospector",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/95pacithhipprospector.gif
3_96,"Destroyer Droid, Vanguard Droid",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/96destroyerdroidvanguarddr.gif
3_97,"Destroyer Droid, MTT Infantry",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/97destroyerdroismttinfantry.gif
3_98,"Sith Probe Droid, Remote Tracker",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/98sithprobedroidremotetrack.gif
3_99,"Battle Droid: Pilot, Patrol Division",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/99battledroidpilotpatroldiv.gif
3_100,"Battle Droid: Security, Patrol Division",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/100battledroidsecuritypatro.gif
3_101,"Battle Droid: Infantry, Patrol Division",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/101battledroidinfantrypatro.gif
3_102,"Battle Droid: Officer, Patrol Division",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/102battledroidofficerpatrol.gif
3_103,"Battle Droid: Pilot, Defense Division",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/103battledroidpilotdefense.gif
3_104,"Battle Droid: Security, Defense Division",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/104battledroidsecuritydefe.gif
3_105,"Battle Droid: Infantry, Defense Division",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/105battledroidinfantrydefe.gif
3_106,"Battle Droid: Officer, Defense Division",common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/106battledroidofficerdefen.gif
3_107,"Neimoidian Advisor, Bureaucrat",starter set,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/107neimoidianadvisorbureau.gif
3_108,"Darth Maul, Evil Sith Lord",starter set,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/108darthmaulevilsithlord.gif
3_1,"Obi-Wan Kenobi, Jedi Knight",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/1obiwankenobijediknight.gif
3_2,"Qui-Gon Jinn, Jedi Ambassador",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/2quigonjinnjediambassador.gif
3_3,"Jar Jar Binks, Bombad Gungan General",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/3jarjarbinksbombadgungangen.gif
3_4,"Anakin Skywalker, Padawan",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/4anakinskywalkerpadawan.gif
3_5,"Padmé Naberrie, Amidala's Handmaiden",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/5padmenaberrieamidalashandm.gif
3_6,"Captain Panaka, Veteran Leader",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/6captainpanakaveteranleader.gif
3_7,"Mace Windu, Jedi Speaker",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/7macewindujedispeaker.gif
3_8,"Queen Amidala, Resolute Negotiator",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/8queenamidalaresolutenegoti.gif
3_9,"Queen Amidala, Keeper of the Peace",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/9queenamidalakeeperofthepea.gif
3_10,"Yoda, Jedi Elder",rare,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/10yodajedielder.gif
