|dark|battleofnaboo|character| 45 | Aehrrley Rue, Freelance Pilot|/boontaevepodrace/dark/45aehrrleyruefreelance.jpg | Uncommon |
|dark|battleofnaboo|character| 46 | Jedwar Seelah, Explorer Scout|/boontaevepodrace/dark/46jedwarseelahexplorer.jpg | Uncommon |
|dark|battleofnaboo|character| 47 | Chokk, Klatooinian Explosives Expert|/boontaevepodrace/dark/47chokkklatooinian.jpg | Common |
|dark|battleofnaboo|weapon| 48 | Tatooine Backpack|/boontaevepodrace/dark/48tatooinebackpack.jpg | Common |
|dark|battleofnaboo|weapon| 49 | Gaderffii Stick|/boontaevepodrace/dark/49gaderffiistick.jpg | Common |
|dark|battleofnaboo|weapon| 50 | Hold-Out Blaster|/boontaevepodrace/dark/50holdoutblaster.jpg | Common |
|dark|battleofnaboo|weapon| 51 | Watto's Datapad|/boontaevepodrace/dark/51wattosdatapad.jpg | Uncommon |
|dark|battleofnaboo|battle| 52 | Colo Claw Fish|/boontaevepodrace/dark/52coloclawfish.jpg | Common |
|dark|battleofnaboo|battle| 53 | He Always Wins!|/boontaevepodrace/dark/53healwayswins.jpg | Common |
|dark|battleofnaboo|battle| 54 | Bounty Hunter|/boontaevepodrace/dark/54bountyhunter.jpg | Common |
|dark|battleofnaboo|battle| 55 | Two-Pronged Attack|/boontaevepodrace/dark/55twoprongedattack.jpg | Common |
|dark|battleofnaboo|effect| 56 | All-Out Attack|/boontaevepodrace/dark/56alloutattack.jpg | Uncommon |
|dark|battleofnaboo|effect| 57 | Eventually You'll Lose|/boontaevepodrace/dark/57eventuallyyoulllose.jpg | Uncommon |
|dark|battleofnaboo|effect| 58 | Gangster's Paradise|/boontaevepodrace/dark/58gangstersparadise.jpg | Uncommon |
|dark|battleofnaboo|objective| 59 | Boonta Eve Classic|/boontaevepodrace/dark/59boontaeveclassic.jpg | Rare |
|dark|battleofnaboo|starship| 60 | Viceroy's Battleship|/boontaevepodrace/dark/60viceroysbattleship.jpg | Rare |
